"Title","Class","Show","Date","Lives at","ZM page","Video live","Transcript","Socials posted","Clips made","Needs publish","Notes"
"WaveWarZ vibe sesh music x crypto connect sesh","live","X Spaces","2025-07-29","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-29-space-wavewarz-vibe-sesh-music-x-crypto-connect-sesh/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ vibe sesh one vs krem aftermath","live","X Spaces","2025-07-28","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-28-space-wavewarz-vibe-sesh-one-vs-krem-aftermath/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ live traded beat battle one vs krem","live","X Spaces","2025-07-28","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-28-space-wavewarz-live-traded-beat-battle-one-vs-krem/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Pre WaveWarZ hype space open mic come share your music wsongjamdj","live","X Spaces","2025-07-27","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-27-space-pre-wavewarz-hype-space-open-mic-come-share-your/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ vibe sesh music x crypto connect sesh","live","X Spaces","2025-07-25","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-25-space-wavewarz-vibe-sesh-music-x-crypto-connect-sesh/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ vibe sesh music x crypto connect sesh","live","X Spaces","2025-07-24","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-24-space-wavewarz-vibe-sesh-music-x-crypto-connect-sesh/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ vibe sesh music x crypto connect sesh","live","X Spaces","2025-07-23","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-23-space-wavewarz-vibe-sesh-music-x-crypto-connect-sesh/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ vibe sesh web 3 musictrading connect sesh","live","X Spaces","2025-07-22","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-22-space-wavewarz-vibe-sesh-web-3-musictrading-connect-se/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ vibe sesh cannon jones vs chief aftermath","live","X Spaces","2025-07-21","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-21-space-wavewarz-vibe-sesh-cannon-jones-vs-chief-afterma/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ live traded music battle cannon jones vs chief","live","X Spaces","2025-07-21","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-21-space-wavewarz-live-traded-music-battle-cannon-jones-v/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"SongJam on the infofi meta","live","X Spaces","2025-07-21","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-21-space-songjam-on-the-infofi-meta/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Web3 COC walk in come grab a mic share your story with us","live","X Spaces","2025-07-18","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-18-space-web3-coc-walk-in-come-grab-a-mic-share-your-stor/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ vibe sesh web 3 music strategy connect sesh","live","X Spaces","2025-07-18","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-18-space-wavewarz-vibe-sesh-web-3-music-strategy-connect/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"SANG update part iiii rugged","live","X Spaces","2025-07-18","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-18-space-sang-update-part-iiii-rugged/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ vibe sesh songcoins w dabus founder of songcastxyz","live","X Spaces","2025-07-17","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-17-space-wavewarz-vibe-sesh-songcoins-w-dabus-founder-of/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ vibe sesh songcoins","live","X Spaces","2025-07-16","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-16-space-wavewarz-vibe-sesh-songcoins/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ vibe sesh web 3 music strategy connect sesh","live","X Spaces","2025-07-15","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-15-space-wavewarz-vibe-sesh-web-3-music-strategy-connect/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ vibe sesh web 3 music strategy x connect sesh","live","X Spaces","2025-07-14","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-14-space-wavewarz-vibe-sesh-web-3-music-strategy-x-connec/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Music daos ft at thezaodao","live","X Spaces","2025-07-14","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-14-space-music-daos-ft-at-thezaodao/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Let's Talk About Web3 - Ep. 10","produced","Let's Talk About Web3","2025-07-12","YouTube + Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-12-lets-talk-about-web3-ep10/","YES","NO","NO","NO","NO",""
"WaveWarZ vibe sesh web 3 music strategy connect sesh","live","X Spaces","2025-07-11","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-11-space-wavewarz-vibe-sesh-web-3-music-strategy-connect/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ vibe sesh web 3 music strategy x connect sesh","live","X Spaces","2025-07-10","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-10-space-wavewarz-vibe-sesh-web-3-music-strategy-x-connec/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ vibe sesh web 3 music strategy connect sesh","live","X Spaces","2025-07-09","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-09-space-wavewarz-vibe-sesh-web-3-music-strategy-connect/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ vibe sesh web 3 music strategy connect sesh","live","X Spaces","2025-07-08","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-08-space-wavewarz-vibe-sesh-web-3-music-strategy-connect/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ vibe sesh strategy sesh jango uu song tourney results","live","X Spaces","2025-07-07","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-07-space-wavewarz-vibe-sesh-strategy-sesh-jango-uu-song-t/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ test space","live","X Spaces","2025-07-06","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-06-space-wavewarz-test-space/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ live traded song v song battle semi final feat jango","live","X Spaces","2025-07-06","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-06-space-wavewarz-live-traded-song-v-song-battle-semi-fin/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ live traded song v song battle semi final feat jango uu","live","X Spaces","2025-07-06","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-06-space-wavewarz-live-traded-song-v-song-battle-semi-fin-erxm/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Let's Talk About Web3 - Ep. 9","produced","Let's Talk About Web3","2025-07-05","YouTube + Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-05-lets-talk-about-web3-ep9/","YES","NO","NO","NO","NO",""
"WaveWarZ Song v Song Battle ft. Jango UU","produced","WaveWarZ","2025-07-02","YouTube + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-02-wavewarz-song-v-song-jango-uu/","YES","NO","NO","NO","NO",""
"WaveWarZ live traded song v song battles feat jango uu","live","X Spaces","2025-07-02","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-02-space-wavewarz-live-traded-song-v-song-battles-feat-ja/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Let's Talk About Web3 - Ep. 8","produced","Let's Talk About Web3","2025-07-02","YouTube + Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-02-lets-talk-about-web3-ep8/","YES","NO","NO","NO","NO",""
"WaveWarZ vibe sesh battle day qa","live","X Spaces","2025-07-01","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-01-space-wavewarz-vibe-sesh-battle-day-qa/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Pre WaveWarZ space","live","X Spaces","2025-07-01","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-07-01-space-pre-wavewarz-space/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ vibe sesh make music fun again","live","X Spaces","2025-06-27","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-06-27-space-wavewarz-vibe-sesh-make-music-fun-again/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"The ZAO 101","live","X Spaces","2025-06-27","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-06-27-space-the-zao-101/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ vibe sesh the plot thickens","live","X Spaces","2025-06-26","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-06-26-space-wavewarz-vibe-sesh-the-plot-thickens/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ vibe sesh whats next","live","X Spaces","2025-06-25","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-06-25-space-wavewarz-vibe-sesh-whats-next/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Let's Talk About Web3 - Ep. 7 w/Will T","produced","Let's Talk About Web3","2025-06-25","YouTube + Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-06-25-lets-talk-about-web3-ep7/","YES","NO","NO","NO","NO",""
"ZAO Fractal #56 LIVE","live","ZAO Fractal","2025-06-24","YouTube + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-06-24-zao-fractal-56-live/","YES","NO","NO","NO","NO",""
"WaveWarZ vibe sesh WaveWarZ in bosnia recap","live","X Spaces","2025-06-24","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-06-24-space-wavewarz-vibe-sesh-wavewarz-in-bosnia-recap/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Song jam SANG ZAO music x midipunkz emthree on alexa","live","X Spaces","2025-06-19","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-06-19-space-song-jam-sang-zao-music-x-midipunkz-emthree-on-a/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Genesis launch SANG at songjamspace leaderboard out","live","X Spaces","2025-06-18","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-06-18-space-genesis-launch-sang-at-songjamspace-leaderboard/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Twitter spaces AI w at adam SongJam","live","X Spaces","2025-06-14","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-06-14-space-twitter-spaces-ai-w-at-adam-songjam/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ naija ayotemi vs jed xo live traded music battle","live","X Spaces","2025-06-13","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-06-13-space-wavewarz-naija-ayotemi-vs-jed-xo-live-traded-mus/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Let's Talk About Web3 - Ep. 6","produced","Let's Talk About Web3","2025-06-13","YouTube + Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-06-13-lets-talk-about-web3-ep6/","YES","NO","NO","NO","NO",""
"WaveWarZ vibe sesh whats new","live","X Spaces","2025-06-12","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-06-12-space-wavewarz-vibe-sesh-whats-new/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ vibe sesh got rugged again","live","X Spaces","2025-06-12","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-06-12-space-wavewarz-vibe-sesh-got-rugged-again/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Let's Talk About Web3 - Ep. 5","produced","Let's Talk About Web3","2025-06-11","YouTube + Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-06-11-lets-talk-about-web3-ep5/","YES","NO","NO","NO","NO",""
"Web3coc ft zaal thezao hurricane WaveWarZ sponsor montage","live","X Spaces","2025-06-07","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-06-07-space-web3coc-ft-zaal-thezao-hurricane-wavewarz-sponso/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ: Chill Music Hub v. PKMN CTO - Live Traded Music Battle","produced","WaveWarZ","2025-06-06","YouTube + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-06-06-wavewarz-chill-music-hub-v-pkmn/","YES","NO","NO","NO","NO",""
"WaveWarZ chill sample hub vs pkmn cto live traded music battle","live","X Spaces","2025-06-06","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-06-06-space-wavewarz-chill-sample-hub-vs-pkmn-cto-live-trade/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ reborn proft vs rocky2grimey v2 tech debut","live","X Spaces","2025-05-29","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-05-29-space-wavewarz-reborn-proft-vs-rocky2grimey-v2-tech-de/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Loanz vibe sesh WaveWarZ prep sesh","live","X Spaces","2025-05-28","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-05-28-space-loanz-vibe-sesh-wavewarz-prep-sesh/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Let's Talk About Web3 - Ep. 4","produced","Let's Talk About Web3","2025-05-28","YouTube + Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-05-28-lets-talk-about-web3-ep4/","YES","NO","NO","NO","NO",""
"Let's Talk About Web3 - Ep. 3","produced","Let's Talk About Web3","2025-05-19","YouTube + Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-05-19-lets-talk-about-web3-ep3/","YES","NO","NO","NO","NO",""
"Web3 COC community walk in open mic join us sponsor montage","live","X Spaces","2025-05-17","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-05-17-space-web3-coc-community-walk-in-open-mic-join-us-spon/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Whats going on with WaveWarZ v2 come demo on sol testnet with us","live","X Spaces","2025-05-10","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-05-10-space-whats-going-on-with-wavewarz-v2-come-demo-on-sol/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Thumping thursdays ZAO and midi punkz collab song","live","X Spaces","2025-05-01","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-05-01-space-thumping-thursdays-zao-and-midi-punkz-collab-son/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Let's Talk About Web3 - Ep. 2","produced","Let's Talk About Web3","2025-04-24","YouTube + Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-04-24-lets-talk-about-web3-ep2/","YES","NO","NO","NO","NO",""
"Let's Talk About Web3 - Ep. 1","produced","Let's Talk About Web3","2025-04-22","YouTube + Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-04-22-lets-talk-about-web3-ep1/","YES","NO","NO","NO","NO",""
"Midipunkz vs zaodao songguinness book world recordopen mic","live","X Spaces","2025-04-21","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-04-21-space-midipunkz-vs-zaodao-songguinness-book-world-reco/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Let's Talk About Web3 - Ep. 0","produced","Let's Talk About Web3","2025-04-14","YouTube + Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-04-14-lets-talk-about-web3-ep0/","YES","NO","NO","NO","NO",""
"ZAO palooza 1 year anniversary space get your at attabotty card today","live","X Spaces","2025-04-03","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-04-03-space-zao-palooza-1-year-anniversary-space-get-your-at/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"How The ZAO Is Helping Artists Keep Their Music, Data, and Dollars","earned","Token for Your Thoughts","2025-04-01","YouTube + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-04-01-token-for-your-thoughts/","YES","NO","NO","NO","NO",""
"COC ConcertZ Metaverse Concert - CLEJAN and Attabotty","community","COC Concertz","2025-03-29","YouTube + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-03-29-coc-concertz-metaverse/","YES","NO","NO","NO","NO","21 per-song videos on @thezaodao"
"Listening to web 3 music watching the celtics and cooking up the ZAO","live","X Spaces","2025-03-23","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-03-23-space-listening-to-web-3-music-watching-the-celtics-an/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Web3 music with COC thezao zaal team","live","X Spaces","2025-03-15","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-03-15-space-web3-music-with-coc-thezao-zaal-team/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Web3 music COC ft the ZAO with zaal team","live","X Spaces","2025-03-15","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-03-15-space-web3-music-coc-ft-the-zao-with-zaal-team/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Midipunkz hangout x ZAO","live","X Spaces","2025-03-12","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-03-12-space-midipunkz-hangout-x-zao/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"COC climbing with thehillalphainfoupdates sponsor montage","live","X Spaces","2025-03-07","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-03-07-space-coc-climbing-with-thehillalphainfoupdates-sponso/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Web3 music COC open mic sponsor montage token","live","X Spaces","2025-02-15","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-02-15-space-web3-music-coc-open-mic-sponsor-montage-token/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Doing ZAO things coworking and building ZAO loanz","live","X Spaces","2025-02-15","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-02-15-space-doing-zao-things-coworking-and-building-zao-loan/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Open mic and ZAO alpha talk share your music and set your reminders","live","X Spaces","2025-02-09","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-02-09-space-open-mic-and-zao-alpha-talk-share-your-music-and/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Web3 COC open mic sponsor montage","live","X Spaces","2025-02-08","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-02-08-space-web3-coc-open-mic-sponsor-montage/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Web3 COC open mic crypto NFTs metaverse montage","live","X Spaces","2025-02-08","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-02-08-space-web3-coc-open-mic-crypto-nfts-metaverse-montage/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"The ZAO presents attabotty labz ep 1 interview w at jadynviolet","live","X Spaces","2025-01-23","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-01-23-space-the-zao-presents-attabotty-labz-ep-1-interview-w/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"ZAO-CHELLA countdown series (12 weekly episodes)","produced","ZAO Festivals","2025-01-15","YouTube + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-01-15-zao-chella-countdown/","YES","NO","NO","NO","NO",""
"Web3 music COC ft ZAO DAO zaal open mic sponsor montage","live","X Spaces","2025-01-10","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-01-10-space-web3-music-coc-ft-zao-dao-zaal-open-mic-sponsor/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Web3 music COC ft ZAO 2025 plans with zaal ZAO loanz","live","X Spaces","2025-01-10","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2025-01-10-space-web3-music-coc-ft-zao-2025-plans-with-zaal-zao-l/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ unveiled the future of music monetization discovery","live","X Spaces","2024-12-23","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-12-23-space-wavewarz-unveiled-the-future-of-music-monetizati/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"ZAO 101 learn about the ZAO wbettercallzaal","live","X Spaces","2024-12-16","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-12-16-space-zao-101-learn-about-the-zao-wbettercallzaal/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Building in public ep 12 wdopestilo ZAO chella post miami basel","live","X Spaces","2024-12-11","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-12-11-space-building-in-public-ep-12-wdopestilo-zao-chella-p/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Super wednesday digital miami ZAO chella x art basel","live","X Spaces","2024-12-04","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-12-04-space-super-wednesday-digital-miami-zao-chella-x-art-b/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"ZAO chella x momentify 2x 100 vip tix giveaway art basel miami","live","X Spaces","2024-12-03","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-12-03-space-zao-chella-x-momentify-2x-100-vip-tix-giveaway-a/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Web3 COC walk income join us sponsor montage","live","X Spaces","2024-11-29","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-11-29-space-web3-coc-walk-income-join-us-sponsor-montage/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"ZAO chella art basel miami collab song midipunkz","live","X Spaces","2024-11-27","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-11-27-space-zao-chella-art-basel-miami-collab-song-midipunkz/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"ZAO chella collab song in the making midipunkz","live","X Spaces","2024-11-26","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-11-26-space-zao-chella-collab-song-in-the-making-midipunkz/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"The ZAO lore how loanz will bring about the ZAO future and music","live","X Spaces","2024-11-26","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-11-26-space-the-zao-lore-how-loanz-will-bring-about-the-zao/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Zaochella check in 12 days til ZAO chella","live","X Spaces","2024-11-25","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-11-25-space-zaochella-check-in-12-days-til-zao-chella/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ matchmaking space music artists producers djs welcome","live","X Spaces","2024-11-18","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-11-18-space-wavewarz-matchmaking-space-music-artists-produce/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Web3 with COC alpha information updates sponsor montage","live","X Spaces","2024-11-16","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-11-16-space-web3-with-coc-alpha-information-updates-sponsor/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"4 hours of ZAO alpha while i drive home come share a song or two","live","X Spaces","2024-11-16","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-11-16-space-4-hours-of-zao-alpha-while-i-drive-home-come-sha/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ matchmaking space music artists producers djs welcome","live","X Spaces","2024-11-11","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-11-11-space-wavewarz-matchmaking-space-music-artists-produce/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"ZAO open mic wblack oppenheimer ft ZAO chella come share","live","X Spaces","2024-11-08","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-11-08-space-zao-open-mic-wblack-oppenheimer-ft-zao-chella-co/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"All the ZAO alpha you could ever want come and vibe","live","X Spaces","2024-11-08","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-11-08-space-all-the-zao-alpha-you-could-ever-want-come-and-v/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ episode 10 iamthanos vs makkjayy","live","X Spaces","2024-10-07","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-10-07-space-wavewarz-episode-10-iamthanos-vs-makkjayy/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Web3 music COC ft zaal zaopalooza friends sponsor montage","live","X Spaces","2024-10-05","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-10-05-space-web3-music-coc-ft-zaal-zaopalooza-friends-sponso/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Building in public week 3 WaveWarZ in the metaverse","live","X Spaces","2024-09-18","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-09-18-space-building-in-public-week-3-wavewarz-in-the-metave/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"ZAO night show ZAO chella","live","X Spaces","2024-09-06","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-09-06-space-zao-night-show-zao-chella/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"ZAO afternoon space ZAO chella","live","X Spaces","2024-09-05","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-09-05-space-zao-afternoon-space-zao-chella/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"ZAO-PALOOZA (September 2024)","community","ZAO Festivals","2024-09-04","YouTube + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-09-04-zao-palooza-september/","YES","NO","NO","NO","NO",""
"WaveWarZ episode 9 gritbeat vs phantom mode","live","X Spaces","2024-09-02","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-09-02-space-wavewarz-episode-9-gritbeat-vs-phantom-mode/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ ep 8 erin hyvin vs marica","live","X Spaces","2024-08-11","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-08-11-space-wavewarz-ep-8-erin-hyvin-vs-marica/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"ZAO morning show streaming fornite for an hour come pop in and chat","live","X Spaces","2024-08-10","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-08-10-space-zao-morning-show-streaming-fornite-for-an-hour-c/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ ep 7 post rug pr0fit vs jed xo","live","X Spaces","2024-07-29","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-07-29-space-wavewarz-ep-7-post-rug-pr0fit-vs-jed-xo/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
